cuie	siisa	nombre_efector	sigla_tipo_efector	descripcion_tipo_efector	id_provincia	nombre_provincia	id_departamento	nombre_departamento	id_localidad	nombre_localidad	ciudad	codigo_postal	domicilio	rural	cics	sigla_tipo_categorizacion	descripcion_tipo_categorizacion	sigla_dependencia_administrativa	descripcion_dependencia_administrativa	codigo_provincial_efector	dependencia_sanitaria	integrante	compromiso_gestion	numero_compromiso	firmante_compromiso	fecha_suscripcion_compromiso	fecha_inicio_compromiso	fecha_fin_compromiso	pago_indirecto	numero_convenio	firmante_convenio	nombre_tercer_administrador	codigo_tercer_administrador	fecha_suscripcion_convenio	fecha_inicio_convenio	fecha_fin_convenio	priorizado	ppac	perinatal_ac	addenda_perinatal	fecha_addenda_perinatal	categoria_obstretico	categoria_neonatal	nombre_referente	internet	factura_descentralizada	factura_on_line	id_estado	descripcion
P03798	10420702153028	HOSP. DR. MANUEL FREIRE - GUATRACHE	HOS	Hospital	19	LA PAMPA	070	Guatraché	030	Guatraché	GUATRACHE	6311	PRIMERA JUNTA Nº 158	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		ANDREATTA FERNANDO	2013-01-02	2013-01-02	2016-12-31	N								N	N						ANDREATTA FERNANDO	S	S	S	1	Activo
P03799	50420632153099	C.S. LA HUMADA	CSA	Centro de salud "A"	19	LA PAMPA	063	Chical Co	020	La Humada	LA HUMADA	6323	4 S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 4	S	S		CONTRERAS ELIZABETH	2013-01-02	2013-01-02	2016-12-31	N								N	N						CONTRERAS ELIZABETH	S	S	N	1	Activo
P03800	10421262153039	HOSP. M. Y V. GHIOLDI - LA MARUJA	HOS	Hospital	19	LA PAMPA	126	Rancul	030	La Maruja	LA MARUJA	6385	M.A. ESCOFFET S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		RAMOS MANSO SILVINA	2013-01-02	2013-01-02	2016-12-31	N								N	N						RAMOS MANSO SILVINA B	S	S	S	1	Activo
P03801	10420072153032	HOSP. DR. PABLO LECUMBERRY - LONQUIMAY	HOS	Hospital	19	LA PAMPA	028	Catriló	030	Lonquimay	LONQUIMAY	6352	T, CNEL NUÑEZ Nº 447	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		PEREZ LAURA	2013-01-02	2013-01-02	2016-12-31	N								N	N						PEREZ LAURA	S	S	S	1	Activo
P03802	50420982153090	C.S. DR. FRANCISCO LIÑON	CSA	Centro de salud "A"	19	LA PAMPA	098	Loventué	030	Luan Toro	LUAN TORO	6317	MANZANA Nº 23 MALVINAS ARG. S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 4	S	S		GERVASONI MARIANO RUBEN	2013-01-02	2013-01-02	2016-12-31	N								N	N						GERVASONI MARIANO RUBEN	S	S	N	1	Activo
P03803	50421472153108	PADRE CASTELLARO - METILEO	CSA	Centro de salud "A"	19	LA PAMPA	147	Trenel	020	Metileo	METILEO	6367	5 S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	N	N														N	N						LLUCH SILVANA				1	Activo
P03804	10421192153036	HOSP. DR. JOSE INGENIEROS - MIGUEL CANÉ	HOS	Hospital	19	LA PAMPA	119	Quemú Quemú	030	Miguel Cané	MIGUEL CANÉ	6331	SAN MARTÍN S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		PABLO MAYER	2013-01-02	2013-01-02	2016-12-31	N								N	N						PABLO MAYER	S	S	S	1	Activo
P03805	10420072153014	HOSP. DR. ANTONIO OLAIZ - M. RIGLOS	HOS	Hospital	19	LA PAMPA	007	Atreucó	030	Miguel Riglos	MIGUEL RIGLOS	6301	SALTA Nº 164	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		NORA BERTON	2013-01-02	2013-01-02	2016-12-31	N								N	N						NORA BERTON	S	S	S	1	Activo
P03806	50420352153065	C.S. MONTE NIEVAS	CSA	Centro de salud "A"	19	LA PAMPA	035	Conhelo	040	Monte Nievas	MONTE NIEVAS	6383	IRIGOYEN S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		BARAVALLE LUIS	2013-01-02	2013-01-02	2016-12-31	N								N	N						BARAVALLE LUIS	S	S	S	1	Activo
P03807	10421262153015	HOSP. ARMANDO PARODI - PARERA	HOS	Hospital	19	LA PAMPA	126	Rancul	040	Parera	PARERA	6213	MARTINEZ ZUVIRIA Nº 462	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		MARIO CANAVOSO	2013-01-02	2013-01-02	2016-12-31	N								N	N						MARIO CANAVOSO	S	S	S	1	Activo
P03808	50420422153111	C.S. PUELCHES	CSA	Centro de salud "A"	19	LA PAMPA	042	Curacó	010	Gobernador Duval	PUELCHES	8201	SAN MARTÌN S/Nº	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	S	N			1900-01-01	1900-01-01	1900-01-01	N								N	N						PALAZZO GABRIELA				1	Activo
P03809	10421192153013	HOSP. DR. ATILIO CALANDRI - QUEMÚ QUEMÚ	HOS	Hospital	19	LA PAMPA	119	Quemú Quemú	040	Quemú Quemú	QUEMU QUEMU	6333	ALVEAR Nº 430	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		LUJAN MARIA JULIA	2013-01-02	2013-01-02	2016-12-31	N								N	N						LUJAN MARIA JULIA	S	S	S	1	Activo
P03810	10420072153016	HOSP. DR. DIEGO MORON - ROLÓN	HOS	Hospital	19	LA PAMPA	007	Atreucó	040	Rolón	ROLON	6305	SAN MARTÍN Nº 285	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	N		CERVANTES JOSÉ	2010-12-01	2010-12-01	2012-12-31	N								N	N						CERVANTES JOSE				1	Activo
P03811	50420212153106	C.S. MATADEROS - SANTA ROSA	CSA	Centro de salud "A"	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	OLQUIN Y SEQUIERA	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		ALBORNOZ FABIO	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LUIS EDUARDO	CENTRO SANITARIO	P01170	2013-01-02	2013-01-02	2016-12-31	N	N						ALBORNOZ FAVIO	S	S	S	1	Activo
P03812	50420212153130	C.S. ZONA NORTE - SANTA ROSA	CSA	Centro de salud "A"	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	CHACABUCO Nº 1095	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		PACHECO GABRIELA ROXANA	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LUIS EDUARDO	CENTRO SANITARIO	P01170	2013-01-02	2013-01-02	2016-12-31	N	N						PACHECO GABRIELA ROXANA	S	S	S	1	Activo
P03813	50420212153076	C.S. DR. GUILLERMO FURST - COMERCIO - SANTA ROSA	CSA	Centro de salud "A"	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	MIGUEL CANÈ Nº 1765	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		COCHIS DANIEL	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LUIS EDUARDO	CENTRO SANITARIO	P01170	2013-01-02	2013-01-02	2016-12-31	N	N						COCHIS DANIEL	S	S	S	1	Activo
P03814	50420212153102	C.S. LOS HORNOS - SANTA ROSA	CSA	Centro de salud "A"	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	MONTEIRO ACUÑA S/N	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		BRUM PATRICIA SILVANA	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LUIS EDUARDO	CENTRO SANITARIO	P01170	2013-01-02	2013-01-02	2016-12-31	N	N						BRUM PATRICIA SILVANA	S	S	S	1	Activo
P03815	10420982153034	HOSP. DRA. CECILIA GRIERSON - TELEN	HOS	Hospital	19	LA PAMPA	098	Loventué	040	Telén	TELEN	6321	SARMIENTO S/ N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 4	S	S		ABDALA CELINA	2013-01-02	2013-01-02	2016-12-31	N								N	N						ABDALA CELINA	S	S	N	1	Activo
P03816	              	C.S. VERTIZ	CSA	Centro de salud "A"	19	LA PAMPA	056	Chapaleufú	060	Vértiz	VÉRTIZ	6365	AVDA BELGRANO Nº 219	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	N			1900-01-01	1900-01-01	1900-01-01	N								N	N						GARCIA LLERENA MARIO				1	Activo
P06446	50420072153123	C.S. ANCHORENA	CSA	Centro de salud "A"	19	LA PAMPA	007	Atreucó	050	Tomás M. Anchorena	TOMAS M. DE ANCHORENA	6301	RIVADAVIA Nº 325	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	N	N														N	N						GUZMAN ROBERTO				1	Activo
P06447	10420212153025	HOSP. DR. LUCIO MOLAS - SANTA ROSA	HOS	Hospital	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	RAÙL B.DIAZ Y PILCOMAYO	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		REALE HUGO	2013-01-02	2013-01-02	2016-12-31	N								N	S	S	S	2012-10-01	IIIB	IIIB	REALE HUGO	S	S	S	1	Activo
P06448	50420282153098	C.S. LA GLORIA	CSA	Centro de salud "A"	19	LA PAMPA	028	Catriló	020	La Gloria	LA GLORIA	6348	NO HAY POSTA- MÈD. URIBURU 1 VEZ X SEMANA.	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	N	N														N	N										1	Activo
P06449	50420702153075	C.S. ALEJANDRO ROST - SANTA TERESA	CSA	Centro de salud "A"	19	LA PAMPA	070	Guatraché	050	Santa Teresa	COLONIA SANTA TERESA	6311	SAN MARTÍN Nº 452	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	N	N														N	N						CUFFIA GUSTAVO A.				1	Activo
P06450	              	C.S. DR. M. GERMAN - CEBALLOS	CSA	Centro de salud "A"	19	LA PAMPA	056	Chapaleufú	020	Ceballos	CEBALLOS	6221	SAN MARTÌN E/FERNÀNDEZ Y CABRAL	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	N														N	N										1	Activo
P06451	10420562153041	HOSP. DR. REUMANN ENZ - INT. ALVEAR	HOS	Hospital	19	LA PAMPA	056	Chapaleufú	040	Intendente Alvear	INTENDENTE ALVEAR	6221	AVDA RAWSON Y SARMIENTO	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		JORGE PASCUAL ABREGO	2013-01-02	2013-01-02	2016-12-31	N								N	N						JORGE PASCUAL ABREGO	S	S	S	1	Activo
P06452	50420352153122	C.S. SRITA MECHA	CSA	Centro de salud "A"	19	LA PAMPA	035	Conhelo	020	Eduardo Castex	EDUARDO CASTEX	6380	M. FIERRO E H YRIGOYEN	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	N	N														N	N						BALSA DARIO JAVIER				1	Activo
P06453	10420352153030	HOSP. DR. PABLO LACOSTE - E. CASTEX	HOS	Hospital	19	LA PAMPA	035	Conhelo	020	Eduardo Castex	EDUARDO CASTEX	6380	AVDA INDEPENDENCIA Nº 1534	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		BALSA DARIO JAVIER	2013-01-02	2013-01-02	2016-12-31	N								N	N						BALSA DARIO JAVIER	S	S	S	1	Activo
P06454	50420352153081	DR. LUIS COLOSIO - M. MAYER	CSA	Centro de salud "A"	19	LA PAMPA	035	Conhelo	030	Mauricio Mayer	MAURICIO MAYER	6315	KULHAWAY Nº 95	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	N	N														N	N						MALDONADO G. SANDRA				1	Activo
P06455	50421052153055	C.S. AGUSTONI	CSA	Centro de salud "A"	19	LA PAMPA	105	Maracó	010	Agustoni	AGUSTONI	6361	ROBERTO PETIT DE MEURVILLE S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	N	N														N	N						MARIA ANTONIETA LIPA CACERES				1	Activo
P06456	50421052153073	C.S. DORILA	CSA	Centro de salud "A"	19	LA PAMPA	105	Maracó	020	Dorila	DORILA	6365	CALLE 10 ESQ, 3	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	N	N														N	N										1	Activo
P06458	50421052153072	C.S. DOMINGO CABRE - SPELUZZI	CSA	Centro de salud "A"	19	LA PAMPA	105	Maracó	040	Speluzzi	SPELUZZI	6365	AVDA 25 DE MAYO ESQ. 11	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	N	N														N	N										1	Activo
P06459	50421262153110	C.S. PICHI HUINCA	CSA	Centro de salud "A"	19	LA PAMPA	126	Rancul	050	Pichi Huinca	PICHI HUINCA	6385	LIBERTAD S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	N	N														N	N						GARAY LAURA				1	Activo
P06460	50421542153113	C.S. QUETREQUEN	CSA	Centro de salud "A"	19	LA PAMPA	126	Rancul	060	Quetrequén	QUETREQUEN	6212	CONQUISTA DEL DESIERTO S/Nº	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		LOPEZ DIAZ NANCY	2013-01-02	2013-01-02	2016-12-31	S		DEL SUELDO ROSANA DORA	HOSP JOSE PADROS	P03031	2013-01-02	2013-01-02	2016-12-31	N	N						LOPEZ DIAZ NANCY	S	S	N	1	Activo
P06461	50421332153054	C.S. A. VAN PRAET	CSA	Centro de salud "A"	19	LA PAMPA	133	Realicó	010	Adolfo Van Praet	ADOLFO VAN PRAET	6212	DR ZUVIRIA S/Nº	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	N	N														N	N										1	Activo
P06462	50421332153087	C.S. FALUCHO	CSA	Centro de salud "A"	19	LA PAMPA	133	Realicó	050	Falucho	FALUCHO	6212	AVDA. SAN MARTÌN S/Nº	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	N	N														N	N										1	Activo
P06463	50421332153124	C.S. MAISSONAVE	CSA	Centro de salud "A"	19	LA PAMPA	133	Realicó	030	Damián Maisonave (Est. Simson)	MAISONAVE	6212	AVDA. SAN MARTÌN S/Nº	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	N	N														N	N										1	Activo
P06465	10421332153043	HOSP. VIRGILIO T. URIBURU - REALICÓ	HOS	Hospital	19	LA PAMPA	133	Realicó	080	Realicó	REALICO	6200	ESPAÑA 1753	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		PATRICIA BIODO	2013-01-02	2013-01-02	2016-12-31	N								N	N						CHIARAVIGLIO CARLOS	S	S	S	1	Activo
P06467	10421472153018	HOSP. DR. GUILLERMO RAWSON - TRENEL	HOS	Hospital	19	LA PAMPA	147	Trenel	030	Trenel	TRENEL	6369	1 DE MAYO 301	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		ALLARA MARCELO RAÚL	2013-01-02	2013-01-02	2016-12-31	N								N	N						ALLARA MARCELO RAÚL	S	S	S	1	Activo
P06468	50420142153097	C.S. LA ADELA	CSA	Centro de salud "A"	19	LA PAMPA	014	Caleu Caleu	020	La Adela	LA ADELA	8138	PASAJE NEUQUÈN S/Nº	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	S	S		BUSTOS ALEJANDRA	2013-01-02	2013-01-02	2016-12-31	N								N	N						BUSTOS ALEJANDRA	S	S	S	1	Activo
P06469	50420422153092	C.S. GOBERNADOR DUVAL	CSA	Centro de salud "A"	19	LA PAMPA	042	Curacó	010	Gobernador Duval	GOBERNADOR DUVAL	8336		S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	N	N														N	N						CONTRERAS ELIZABETH				1	Activo
P06470	50420702153109	C.S. PERU	CSA	Centro de salud "A"	19	LA PAMPA	070	Guatraché	040	Perú	PERU	8212	LOC. PERÙ-PLANTA URBANA .	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	N	N														N	N										1	Activo
P06471	50420772153064	C.S. ABRAMO	CSA	Centro de salud "A"	19	LA PAMPA	077	Hucal	010	Abramo	ABRAMO	8212	27 DE MARZO Nº 157	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	N	N														N	N						VERA SALAZAR				1	Activo
P06473	50420912153100	C.S. LA REFORMA	CSA	Centro de salud "A"	19	LA PAMPA	091	Limay Mahuida	010	La Reforma	LA REFORMA	8201	D.CALDERÒN ESQ. C. GALVÀN	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	N	N														N	N						MORALES				1	Activo
P06474	50420912153101	C.S. LIMAY MAHUIDA	CSA	Centro de salud "A"	19	LA PAMPA	091	Limay Mahuida	020	Limay Mahuida	LIMAY MAHUIDA	8201		S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	N	N														N	N										1	Activo
P06475	10421122153020	HOSP. DR. JORGE AHUAD - COL. 25 DE MAYO	HOS	Hospital	19	LA PAMPA	112	Puelén	020	25 de Mayo	COL. 25 DE MAYO	8201	VICTORICA Nº 76	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	S	S		GERMAN LALOMIA	2013-01-02	2013-01-02	2016-12-31	N								N	N						PALAZZO GABRIELA	S	S	S	1	Activo
P06476	50421122153112	C.S. PUELEN	CSA	Centro de salud "A"	19	LA PAMPA	112	Puelén	010	Puelén	PUELEN	8307	AV BELGRANO S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	S	N			1900-01-01	1900-01-01	1900-01-01	N								N	N						VAQUERA NORA SILVIA				1	Activo
P06477	50421542153104	C.S. MARIA HOLLSMAN - COL. SANTA MARÍA	CSA	Centro de salud "A"	19	LA PAMPA	154	Utracán	030	Colonia Santa María	COL. SANTA MARIA	8214	DON BOSCO S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	S	N			1900-01-01	1900-01-01	1900-01-01	N								N	N						PABLO SAENZ				1	Activo
P06479	10421542153040	HOSP. PADRE BUODO - GENERAL ACHA	HOS	Hospital	19	LA PAMPA	154	Utracán	040	General Acha	GENERAL ACHA	8200	LAS CAUTIVAS  76	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	S	S		ORTIZ CARLOS RODRIGO	2013-01-02	2013-01-02	2016-12-31	N								N	S	S	S	2012-07-02	II	II	ORTIZ CARLOS RODRIGO	S	S	S	1	Activo
P06480	50421542153113	C.S. QUEHUE	CSA	Centro de salud "A"	19	LA PAMPA	154	Utracán	050	Quehué	QUEHUE	6325	5 S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	S	N			1900-01-01	1900-01-01	1900-01-01	N								N	N						BESSOLO ALFREDO				1	Activo
P06481	50421542153125	C.S. UNANUE	CSA	Centro de salud "A"	19	LA PAMPA	154	Utracán	060	Unanué	UNANUE	8214		S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	N	N														N	N										1	Activo
P06482	50420632153057	C.S. ALGARROBO DEL AGUILA	CSA	Centro de salud "A"	19	LA PAMPA	063	Chical Co	010	Algarrobo del Águila	ALGARROBO DEL AGUILA	6323		S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 4	N	N														N	N										1	Activo
P06483	10420982153038	DRA. LUISA DE PISTARINI - VICTORICA	HOS	Hospital	19	LA PAMPA	098	Loventué	050	Victorica	VICTORICA	6319	15 Nº 1358	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 4	S	S		ZUNINI DARIO RUBEN	2013-01-02	2013-01-02	2016-12-31	N								N	N						ZUNINI DARIO RUBEN	S	S	S	1	Activo
P06486	50420982153761	C.S. CARRO QUEMADO	CSA	Centro de salud "A"	19	LA PAMPA	098	Loventué	010	Carro Quemado	CARRO QUEMADO	6319	AV. SARMIENTO S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 4	S	S		GERVASONI MARIANO RUBEN	2013-01-02	2013-01-02	2016-12-31	N								N	N						GERVASONI MARIANO RUBEN	S	S	N	1	Activo
P06487	50421262153068	C.S. CHAMAICO	CSA	Centro de salud "A"	19	LA PAMPA	126	Rancul	070	Rancul	CHAMAICO	6214		S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	N	N														N	N										1	Activo
P06488	              	C.S. LOVENTUE	CSA	Centro de salud "A"	19	LA PAMPA	098	Loventué	020	Loventué	LOVENTUE	6317	AVDA PERON S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 4	S	N														N	N						GERVASONI EDUARDO				1	Activo
P06489	              	C.S. RUCANELO	CSA	Centro de salud "A"	19	LA PAMPA	035	Conhelo	050	Rucanelo	RUCANELO	6381	AV SAN MARTIN ESQ MENDOZA	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		SAGO GUILLERMO	2013-01-02	2013-01-02	2016-12-31	N								N	N						SAGO GUILLERMO	S	S	N	1	Activo
P06490	50420562153119	C.S. SARAH	CSA	Centro de salud "A"	19	LA PAMPA	056	Chapaleufú	050	Sarah	SARAH	6228		S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	N	N														N	N										1	Activo
P06491	50421052153069	C.S. TREBOLARES	CSA	Centro de salud "A"	19	LA PAMPA	105	Maracó	050	Trebolares	TREBOLARES	6361	ESCUELA  Nº 122 AL LADO DEL FERROCARRIL	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	N	N														N	N						GLADYS NOEMI CUTA				1	Activo
P06492	              	COORDINACION DE MATERNIDAD E INFANCIA	ADM	Administración	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	PELLEGRINI	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	N														N	N						COSTAS JUANA MARIA				1	Activo
P06493	50421052153762	CIC	CSA	Centro de salud "A"	19	LA PAMPA	105	Maracó	030	General Pico	GENERAL PICO	6360	CALLE 329 ESQ 302	N	S	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		LEDUC VERONICA	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LLERENA MARIO	HOSP GOBERNADOR CENTENO	P01159	2013-01-02	2013-01-02	2016-12-31	N	N						LEDUC VERONICA	S	S	S	1	Activo
P06494	50421052153117	C.S. SALVADOR ABUDARA	CSA	Centro de salud "A"	19	LA PAMPA	105	Maracó	030	General Pico	GENERAL PICO	6360	CALLE 23 ESQUINA 8	N	N	SD	Sin especificar	P	Provincial			S	S		MIGUEL MARCOS	2013-05-02	2013-05-02	2016-12-31	N								N	N						MARCOS MIGUEL	S	S	N	1	Activo
P99999	              	OTROS	NO 	No identificado	19	LA PAMPA	007	Atreucó	010	Doblas				N	N	SD	Sin especificar	NO	Sin especificar			N	N														N	N										1	Activo
Q03101	50580072167250	C.S. LAS LATAS	CSA	Centro de salud "A"	21	NEUQUÉN	007	Aluminé	010	Aluminé	ALUMINE	8345	RIM 26 S/N - Bº CEFERINO	N	N	SD	Sin especificar	P	Provincial	58	LL	S	S	14	DR. OMAR A. NAVARRO	2013-01-07	2013-01-07	2015-12-31	S	7	DR. NELSON QUIROZ	HOSPITAL ALUMINÉ	Q06412	2013-01-07	2013-01-07	2015-12-31	N	N						DR. MAINO MAXIMILIANO	S	S	S	1	Activo
Q03102	50580142167057	C.S. AÑELO	CSA	Centro de salud "A"	21	NEUQUÉN	014	Añelo	010	Añelo	AÑELO	8305	INT, TANUZ E/ CALLE 3 Y CALLE 13	N	N	SD	Sin especificar	P	Provincial	58	L	S	S		Dra. Alicia A. Cruz	2013-01-07	2013-01-07	2015-12-31	S		Dra. Ilda Inén Toledo	HOSPITAL SAN PATRICIO DEL CHAÑAR	Q06400	2013-01-07	2013-01-07	2015-12-31	N	N						DR. BAUTISTA RUBEN	S	S	S	1	Activo
Q03104	50580352167112	C.S. SARMIENTO II	CSA	Centro de salud "A"	21	NEUQUÉN	035	Confluencia	030	Centenario 	CENTENARIO	8309	STO. DOMINGO Y CANADÁ	N	N	SD	Sin especificar	P	Provincial	58	L	S	S		DRA. MARIA EUGENIA LEADEN	2013-01-07	2013-01-07	2015-12-31	S		DRA. LISA EUGENIA ALMENDRA	HOSPITAL CENTENARIO	Q06393	2013-01-07	2013-01-07	2015-12-31	N	N						DR. PAEZ JORGE	S	S	S	1	Activo
Q03105	50580352167111	C.S. SARMIENTO I	CSA	Centro de salud "A"	21	NEUQUÉN	035	Confluencia	030	Centenario 	CENTENARIO	8309	ESTADOS UNIDOS Y URUGUAY	N	N	SD	Sin especificar	P	Provincial	58	L	S	S		DRA. MARIA EUGENIA LEADEN	2013-01-07	2013-01-07	2015-12-31	S		DRA. LISA EUGENIA ALMENDRA	HOSPITAL CENTENARIO	Q06393	2013-01-07	2013-01-07	2015-12-31	N	N						DRA. LESCURA NERINA	S	S	S	1	Activo
Q03106	50580352167133	C.S. VISTA ALEGRE SUR	CSA	Centro de salud "A"	21	NEUQUÉN	035	Confluencia	140	Vista Alegre Sur 	VISTA ALEGRE SUR	8309	LOS PINOS 137	N	N	SD	Sin especificar	P	Provincial	58	I	S	S		DRA. MARIA EUGENIA LEADEN	2013-01-07	2013-01-07	2015-12-31	S		DRA. LISA EUGENIA ALMENDRA	HOSPITAL CENTENARIO	Q06393	2013-01-07	2013-01-07	2015-12-31	N	N						DR. NERD ALDO	N	S	S	1	Activo
Q03107	50580352167060	C.S. Bº BELGRANO	CSA	Centro de salud "A"	21	NEUQUÉN	035	Confluencia	040	Cutral Có	CUTRAL CÓ	8322	13 DE DICIEMBRE 850	N	N	SD	Sin especificar	P	Provincial	58	V	S	S	22	DRA. LORENA PARAMIO	2013-01-07	2013-01-07	2015-12-31	S	15	DR. MAXIMILIANO CAPARROZ	HOSPITAL CUTRAL CO	Q06436	2013-01-07	2013-01-07	2015-12-31	N	N						DRA. ANDRESEN AMALIA	S	S	S	1	Activo
Q03108	50580352167110	C.S. SAPERE	CSA	Centro de salud "A"	21	NEUQUÉN	035	Confluencia	070	Neuquén	NEUQUÉN	8300	C. DE PATAGONES 512	N	N	SD	Sin especificar	P	Provincial	58	METRO	S	S	51	DRA. PATRICIA BEATRIZ PARGA	2013-01-07	2013-01-07	2015-12-31	S	37	DRA. LILIANA ZURBRIGGEN	ZONA SANITARIA METROPOLITANA	Q12097	2013-01-07	2013-01-07	2015-12-31	N	N						DRA. ZURBRIGGEN LILIAN	S	S	S	1	Activo
Q03109	50580352167126	C.S. VILLA FARREL	CSA	Centro de salud "A"	21	NEUQUÉN	035	Confluencia	070	Neuquén	NEUQUÉN	8300	INDEPENDENCIA 1234	N	N	SD	Sin especificar	P	Provincial	58	METRO	S	S		DRA. PATRICIA BEATRIZ PARGA	2013-01-07	2013-01-07	2015-12-31	S		DRA. DORA OTERO	ZONA SANITARIA METROPOLITANA	Q12097	2013-01-07	2013-01-07	2015-12-31	N	N						DRA. PARGA PATRICIA	S	S	S	1	Activo
Q03110	50580352167101	C.S. MARIANO MORENO	CSA	Centro de salud "A"	21	NEUQUÉN	035	Confluencia	070	Neuquén	NEUQUÉN	8300	F. VERSEGNASSI 314	N	N	SD	Sin especificar	P	Provincial	58	METRO	S	S		DRA. PATRICIA BEATRIZ PARGA	2013-01-07	2013-01-07	2015-12-31	S		DRA. LILIANA ZURBRIGGEN	ZONA SANITARIA METROPOLITANA	Q12097	2013-01-07	2013-01-07	2015-12-31	N	N						DRA. RIGONI ANA	S	S	S	1	Activo
